id,text,model,category,prompt_id,audio_done,created_at
173,"Класс: Евклид Описание: SCP-XXXX представляет собой бытовую радиостанцию советского производства, модели ""УВБ-76"". Несмотря на видимый износ и коррозию, аппаратура функционирует в аномальном режиме, воспроизводя звуки неизвестного происхождения. Звуковые волны вызывают визуальные галлюцинации у любого персонажа, находящегося в радиусе 10 метров от источника. Условия содержания: SCP-XXXX должен находиться в изолированной камере, оснащенной звуконепроницаемыми стенками. Доступ разрешен только в защитных ушных заглушках и маске. Доступ ограничен. Уровень допуска два.",mistral-nemo,scp,11,0,2026-05-05 17:29:47
174,"""Зафиксирован повышенный коэффициент пространственной деградации в секторе УВБ-76. Индекс Хармса-Вернова стабилен, но отмечается незначительное усиление аномальной активности в поле нулевой памяти. Обратная термодинамическая инверсия отсутствует. Следующие замеры запланированы на 12:00 05.07.1987. Ответственный: А.В. Поляков.""",mistral-nemo,science_report,10,0,2026-05-05 17:29:48
175,"Зафиксировал аномалию на ""Кордоне"". Позывной - ""Карусель"". Пятьдесят метров до границы безопасности. Активировать защиту. Ветрено, видимость ухудшается. Рана болит. Ночь близка. Патроны на исходе. Где же Черный Сталкер? Тихо. Тут что-то не так. Вон там, движение. Бюрер. Зафиксировано. Звук приближающегося вихря ""Трамплина"". Взгляд остекленел. Медуза? Нет, Душа. Взять ее. Раненых нет. Детектор показывает наличие Ночной звезды. Приближаюсь к Монолиту. Вдалеке слышно рычание химеры. Нас здесь не ждали. Тьма сгущается. Запах горелого пластика в воздухе. Неужели это конец?",mistral-nemo,stalker,3,0,2026-05-05 17:29:51
176,"Станция СП-N. Координаты семьдесят пять север, долгота триста десять восток. Температура тридцать семь минус, давление ста двадцать один. Под лёдом слышен стук, не совпадает с тиканьем маятника. Радиолокатор фиксирует объект в триста километрах, курс меняется. Слушаю передачу на частоте четыре пять пять ноль.",qwen3.5:9b,polar_station,19,0,2026-05-05 17:29:59
177,"Добрый день. Звоню из квартиры на четвертом этаже, чтобы вы знали, что здесь всё ещё тепло. Я уезжаю в командировку и не могу быть у телефона. Останьтесь на связи, если что-то случилось. Передавайте привет маме и коту. Звоните как только получите эту запись. Я буду ждать вашего звонка.",qwen3.5:9b,answering_machine,28,0,2026-05-05 17:30:01
178,Внимание! Все участники производственной смены. Глубокий вдох. Встаньте ровно. Руки на пояс. Раз-два-три-четыре. Согните седьмую конечность. Вдохните воспоминание. Поверните голову на триста градусов. Закройте оба лица. Пятнадцать-двадцать-двадцать пять. Хорошего трудового дня.,qwen3.5:9b,gymnastics,25,0,2026-05-05 17:30:02
179,Сигнал вещания на сегодня завершается. Проигрывается Фейерверк Советского Союза. Мы желаем вам спокойной ночи. Передача возобновится 14 мая 1989 года. Заверните вилку из розетки и выключите телевизор. Сигнал тестовой таблицы содержит дополнительную частоту. Диктор обращается лично к вам. Вещание начинается завтра в двадцать три сорок пять.,qwen3.5:9b,tv_signoff,29,0,2026-05-05 17:30:04
180,"Объект исчезает за горизонтом. Тень движется в обратную сторону. Часы не идут. Зову подкрепление, ответа нет. Запись от наблюдателя Сидоров, 14:03.",qwen3.5:9b,anomalous_report,7,0,2026-05-05 17:30:05
181,"Прошу всех гостей строго соблюдать режим тишины в зоне номерного фонда. Сегодня в одиннадцать утра назначены процедуры по купанию в источниках с повышенной радиоактивностью. Для прогулок по берегу моря маршрут будет задан лично вашим санврачом. Обеденный терренкур заменен на лечебный сон продолжительностью семь суток. Помните, что в обеденный перерыв закрывается вход в столовую и начинается тихий час.",qwen3.5:9b,sanatorium,32,0,2026-05-05 17:30:07
182,"Сектор Ноль. Координаты 15 градус 32 минуты северная 64 градус 10 минут восточная. Зафиксирован повышенный уровень радиации в диапазоне 450 мкЗв в час с локальными пиками до 12 тысяч мкЗв в час. Магнитное поле показывает аномальный спад до 0.05 мТл в точке 15 градус 32 минуты северная. Температура среды 344 К, давление 102 Па, коэффициент Хэрмса 15 ед. Хармса. Статус зонирования неизвестно, данные зашкаливают за пределы шкалы измерителя. Следующий плановый замер установлен на 0400 часов.",qwen3.5:9b,anomaly,5,0,2026-05-05 17:30:09
183,"Поезд номер 407, сообщением из города на другой стороне баррикад в город-призрак, отправляется с пятого пути в полночь. Граждане провожающие, обратите внимание на отсутствие вагона № 12, он был утерян в пути. Пассажирам строго запрещено смотреть в окна, через которые видны тени прошлого. Время прибытия в точку назначения неизвестно. Прошу соблюдать правила перевозки и не выходить в тоннель. Бдительность обязательна, камеры хранения работают в круглосуточном режиме.",qwen3.5:9b,train_station,30,0,2026-05-05 17:30:11
184,ДОНЕСЕНИЕ О ТЧК ОТМЕТКА ОБОБЩЕНА. ГРАЖДАНИН ПРОВЕРИЛ УЧАСТОК. КОНТРРЕВОЛЮЦИОННЫЙ ЭЛЕМЕНТ НЕ ВЫЯВЛЕН. ТЕЛЕГРАФНАЯ ЛИНИЯ РАБОТАЕТ НОРМАЛЬНО. ОЖИДАЕМ ДАЛЬНЕЙШИХ ИНСТРУКЦИЙ ОТ ЦЕНТРА. КОНТРАСПЕКТ 040 ЗПТ СЕМЬДЕВЯТЬ ЧАСОВ.,qwen3.5:9b,nkvd_telegram,27,0,2026-05-05 17:30:13
185,"Сейсмический датчик зафиксирован, критерий активации совпадает с эталонным. Канал связи проверяется на наличие задержек, командный пункт не отвечает. Переход в автономный режим, резервный контур активирован по таймингу. ПРОВЕРКА СТАТУС ОЖИДАНИЕ КОНТУР-4.",qwen3.5:9b,dead_hand,23,0,2026-05-05 17:30:15
186,"Полис, Библиотека имени Ленина. Сигнал на Проспект Мира. Четвёртый Рейх блокирует вход на Пушкинской. Патроны скупать у последних. Фильтры менять, иначе задыхайся. Скрип вагона уходит в тупик.",qwen3.5:9b,metro,8,0,2026-05-05 17:30:16
187,"УВБ-76, четыре два, три, шесть, девять, пять, один, ноль, пять, два, семь, ноль, семь, пять, три, семь, три, пять, ноль, ноль, ноль, ноль, четыре, семь, один. Отчёт перед центром принят. Дальше молчать. Переходим к следующему каналу.",qwen3.5:9b,uvb76,1,0,2026-05-05 17:30:18
188,В эфире УВБ-76. Зафиксирована температура минус шестьдесят градусов по Цельсию в июле. Осадки неизвестного типа выпадают без ветра с неизвестного направления. Новости прерваны. Это не репортаж. Прямая связь с вами. Вы видите меня.,qwen3.5:9b,ussr_anomalous_broadcast,9,0,2026-05-05 17:30:19
189,"Сокол, Беркут, принимаю. Колонна вышла на рубеж координат пять-пять-девять-девять. Перехожу на приём. Отчёт о потерях отсутствует, но ситуация нештатная. Гром, подтверди приём кода альфа-ноль-ноль. Связь с Тополем потеряна, ожидаем подтверждение. Сокол, завершаю передачу.",qwen3.5:9b,military_comms,17,0,2026-05-05 17:30:21
190,"Объект 7-Б демонстрирует неестественную регенерацию тканей при экспозиции в поле артефакта, рост составляет 42 процента от нормы. Спектрометр фиксирует резкие скачки радиации без изменения фонового излучения, датчики врет или аномалия реальна. Субъект испытывает галлюцинации звуков и образов, характерные для стадии психического сдвига, контроль утрачен. Рекомендуется немедленная эвтаназия, процедура откладывается из-за поломки ингалятора. Объект начал телепатическое воздействие на персонал, голос слышен в голове. Запись 0049, 14:32.",qwen3.5:9b,stalker_lab_log,15,0,2026-05-05 17:30:23
191,Сигнал сверки времени с государственного эталона. Часы показывают двадцать пять часов тринадцать минут тридцать секунд. Календарь фиксирует двести пятнадцатое число двенадцатого года прошлого столетия. Сигналы поверки поступают каждые шестьдесят минут. Слушайте на частоте сто два.,qwen3.5:9b,tochnoe_vremya,26,0,2026-05-05 17:30:24
192,"Откройте тетради. Запишите тему: «Спряжение глаголов будущего совершенного вида». Пример: он завтра сделает домашнее задание, а она завтра сделает домашнюю работу. Обратите внимание, что сумма двух чисел всегда равна трем. В природе существует животное, которое живет в воде и летает одновременно. Историческое событие произошло в эпоху железного века. Домашнее задание: выучить правило, которое не существует в языке. Завтра проверим усвоение материала, который мы сегодня не обсуждали.",qwen3.5:9b,school_lesson,34,0,2026-05-05 17:30:26
193,"Населению Посёлка Октябрьский-3. Официально объявляется о наличии неизвестного природного фактора в атмосфере района. Запрещается покидать места постоянной дислокации и контактировать с посторонними лицами. Сохраняйте спокойствие, соблюдайте установленный режим радиомолчания и следуйте указаниям ближайшего поста. Следующий сеанс связи состоится через сорок пять минут после получения настоящего оповещения.",qwen3.5:9b,civil_defense,2,0,2026-05-05 17:30:28
194,"Рапорт в штаб: отряд не выходит на линейку. В эфире слышен гул от пустых шатров и отсутствие привычного гула смены. Проверяйте списки, товарищи, но ответов не будет. Официанты готовятся к несуществующему завтраку, а солнце светит слишком ярко для этой даты. Отряд номер пять, выходите на центральную линейку, если не хотите получить приказ на самовыдворение.",qwen3.5:9b,pioneer_camp,21,0,2026-05-05 17:30:30
195,"Снова мигалка в голове, снова этот запах сжиганной резины и гнилой травы. Долг обещал выход, а сводки говорят о приближении Чумки. Видел, как Контролёр сминает пространство, превращая путь в небытие. Мои руки дрожат, но пистолет всё ещё тёплый от выстрела. Внизу Янтаря слышен шуршание паутины, где уже нет ни птиц, ни людей.",qwen3.5:9b,stalker,3,0,2026-05-05 17:30:31
196,"Аналогично, в радиусе километра от периметра зафиксирована аномалия, не зафиксированная в документации. Сотрудник смены 0407 отсутствует без объяснения причин, проверка на месте не проводилась. Запрещено обсуждать любые инциденты с посторонними лицами, включая членов семьи. Нарушение режима доступа карается по статье Уголовного кодекса. Соблюдайте инструкцию по охране труда и радиомолчание до получения новых указаний. Директива 419-Б строго секретна и подлежит немедленному исполнению.",qwen3.5:9b,closed_city,24,0,2026-05-05 17:30:34
197,"Центральный пост, это донесение от вахты в отсеке боеприпасов. Гидроакустика фиксирует необъяснимое эхо с пеленга два сорок. Давление в корпусе растет, торпедный аппарат заблокирован внешним воздействием. Командир, реактор работает в аварийном режиме. Глубина триста пятьдесят метров, курс два два пять.",qwen3.5:9b,submarine,20,0,2026-05-05 17:30:35
198,"Класс объекта: Кетер. SCP-2849 представляет собой устаревший радиоприёмник модели «Спутник-6», изъятой из бункера в 1984 году после инцидента с потерей оперативника. При подключении к электросети устройство не воспроизводит эфирные волны, а генерирует статический шум с чёткими голосовыми командами на закрытый канал. Оперативники, слушающие сигнал, начинают выполнять приказы в точности, даже если речь идёт о физически невозможных действиях. Воздействие длится ровно четыре минуты, после чего слушатель впадает в состояние необратимой алекситимии. Доступ ограничен. Уровень допуска пять.",qwen3.5:9b,scp,11,0,2026-05-05 17:30:38
199,"Радиоканал Восток-1, это борт-Кедр. Траектория выхода нарушена, высота превышает расчетный уровень. Визуальный контакт с объектом за бортом подтвержден, маневры коррекции отменены. Это борт-Заря, считываем статус систем жизнеобеспечения и просят подтвердить получение последнего пакета данных.",qwen3.5:9b,gagarin_alt,35,0,2026-05-05 17:30:39
200,"Слушайте, это УВБ-76. Отмена эвакуации, приказ №442, зона чиста. Повторяю, слушайте внимательно. Приказ отменить эвакуацию, зона чиста, приказ №442. Повторяю, слушайте внимательно. Это УВБ-76, приказ №442, зона чиста, приказ отменить эвакуацию, слушайте внимательно.",qwen3.5:9b,time_loop,6,0,2026-05-05 17:30:41
